date,message,repo
2025-12-29,chore: add release signing configuration to debug build type,Inforwaves/xamit-app-frontend
2025-12-29,chore: Adjust default API base URL and temporarily disable test store mode UI in credits.,Inforwaves/xamit-app-frontend
2025-12-29,refactor: rename credit package identifiers from `credits_` to `credit_bundle_`.,Inforwaves/xamit-app-frontend
2025-12-19,"feat: Add Android billing permission, implement RevenueCat login with user ID, and enhance the test store UI.",Inforwaves/xamit-app-frontend
2025-12-18,"feat: Add RevenueCat sandbox mode detection, enhance purchase error handling, and improve initialization robustness.",Inforwaves/xamit-app-frontend
2025-12-11,feat: Update Kotlin Android plugin and externalize base URL configuration using environment variables.,Inforwaves/xamit-app-frontend
2025-12-11,"Refactor: Replace `print` with `debugPrint`, enhance payment flow with dialog dismissal and unsupported method alert, and improve RevenueCat error reporting.",Inforwaves/xamit-app-frontend
2025-12-11,"Update android/settings.gradle

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/xamit-app-frontend
2025-12-11,"Update lib/util/base.dart

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/xamit-app-frontend
2025-12-11,"Update lib/presentation/views/credits.dart

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/xamit-app-frontend
2025-12-11,"Update lib/main.dart

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/xamit-app-frontend
2025-12-11,chore: bump app version to 1.2.11+38,Inforwaves/xamit-app-frontend
2025-12-09,refactor: Unify Stripe payment processing for both Android and iOS by removing platform-specific payment conditions.,Inforwaves/xamit-app-frontend
2025-12-09,feat: Add multi-gateway payment selection and dynamically display points based on the chosen gateway.,Inforwaves/xamit-app-frontend
2025-12-09,"feat: Implement dynamic payment configurations for credit packages by adding a new model, API endpoint, and integrating them into the credits view.",Inforwaves/xamit-app-frontend
2025-12-08,feat: Display purchase points option and loading indicator on all platforms in credits view.,Inforwaves/xamit-app-frontend
2025-12-08,feat: Integrate RevenueCat for Android credit purchases and refactor payment flow to use RevenueCat for Android and Stripe for other platforms.,Inforwaves/xamit-app-frontend
2025-12-06,"feat: Implement platform-specific display for the Credits page and screenshot prevention, and bump app version.",Inforwaves/xamit-app-frontend
2025-12-06,"feat: Initialize Android platform, deduplicate paper models, and conditionally render UI elements for Android.",Inforwaves/xamit-app-frontend
2025-12-06,feat: disable purchase points UI and reformat payment error handling.,Inforwaves/xamit-app-frontend
2025-11-24,Enhance error handling in payment process and improve user feedback with SnackBars,Inforwaves/xamit-app-frontend
2025-11-24,Fix null safety issues in login.dart and bump version to 1.2.7+34,Inforwaves/xamit-app-frontend
2025-11-24,Refactor splash screen build method for improved readability,Inforwaves/xamit-app-frontend
2025-11-24,Refactor code structure for improved readability and maintainability,Inforwaves/xamit-app-frontend
2025-11-24,Refactor launch screen assets and styles for improved consistency and performance,Inforwaves/xamit-app-frontend
2025-11-24,Change sorting order for feedback and papers from DESC to ASC,Inforwaves/xamit-app-frontend
2025-11-20,Update Info.plist and quiz_screen.dart for improved user messaging; bump version to 1.2.6+33,Inforwaves/xamit-app-frontend
2025-11-20,Remove specific Flutter version from CI workflow to use the stable channel,Inforwaves/xamit-app-frontend
2025-11-20,Update Flutter version to 3.28.2 in CI workflow,Inforwaves/xamit-app-frontend
2025-11-20,"Merge pull request #32 from Inforwaves/orderKey

Order key",Inforwaves/xamit-app-frontend
2025-11-20,Merge branch 'main' into orderKey,Inforwaves/xamit-app-frontend
2025-11-20,change back to prod base url,Inforwaves/xamit-app-frontend
2025-11-20,"Refactor AttemptedPaperCard and PurchasedPaperCard for improved readability and consistency

- Reformatted constructor parameters for better alignment.
- Updated padding and layout structure in build methods for clarity.
- Enhanced subtitle sections with consistent styling and layout.
- Removed redundant code and improved widget organization.",Inforwaves/xamit-app-frontend
2025-11-20,Refactor API header management and improve error handling in various views; ensure proper state management in async operations.,Inforwaves/xamit-app-frontend
2025-11-20, Update dialog messages to reflect 'Submit Paper' instead of 'Submit Quiz'. Change base URL in Base class to staging environment. Update version number in pubspec.yaml.,Inforwaves/xamit-app-frontend
2025-11-18,Update dialog titles and messages to reflect 'Submit Paper' instead of 'Submit Quiz',Inforwaves/xamit-app-frontend
2025-11-18,"Refactor ViewPapersPage: Clean up code formatting, improve readability, and enhance search functionality. Adjusted API call structure for better clarity and consistency. Updated UI components for a more streamlined layout and user experience.",Inforwaves/xamit-app-frontend
2025-11-18,Refactor Android app configuration and update models for orderKey support,Inforwaves/xamit-app-frontend
2025-10-31,Implement SplashScreen with redirect to HomePage and update main.dart to use SplashScreen,Inforwaves/xamit-app-frontend
2025-10-30,"Merge pull request #29 from Inforwaves/flutterversionChange

Flutterversion change",Inforwaves/xamit-app-frontend
2025-10-30,Update Flutter version specification in CI workflow,Inforwaves/xamit-app-frontend
2025-10-30,"Update Flutter version to 3.27.0, including Dart 3.9.0+",Inforwaves/xamit-app-frontend
2025-10-29,"Merge pull request #28 from Inforwaves/UtagFix

Utag fix",Inforwaves/xamit-app-frontend
2025-10-29,Merge branch 'main' into UtagFix,Inforwaves/xamit-app-frontend
2025-10-29,Bump version to 1.2.4+31,Inforwaves/xamit-app-frontend
2025-10-29,Update compileSdkVersion and targetSdkVersion to 35; remove package attribute from AndroidManifest.xml,Inforwaves/xamit-app-frontend
2025-10-29,Refactor GetStartedPage for improved readability and consistency; streamline SIM country code handling and UI layout,Inforwaves/xamit-app-frontend
2025-10-29,Refactor YoutubePlayerController handling to improve null safety and state management,Inforwaves/xamit-app-frontend
2025-10-29,"Refactor API calls and improve code readability

- Updated HTTP GET and POST requests in base_data.dart to enhance readability by formatting headers and body parameters.
- Modified function signatures to use multi-line parameters for better clarity.
- Integrated Markdown rendering in choice_button.dart and feedback_button.dart for improved text formatting.
- Enhanced the attempt_feedback.dart view to support Markdown for question text.
- Improved credits.dart layout and transaction handling for better user experience.
- Added a new extension method to convert HTML underline tags to Markdown format in extensions.dart.",Inforwaves/xamit-app-frontend
2025-10-14,Enhance token management and error handling in payment process; add NDK configuration and legacy packaging options,Inforwaves/xamit-app-frontend
2025-10-13,"Add ProGuard rules for Stripe, React Native SDK, and Flutter; disable resource shrinking and minification in release build",Inforwaves/xamit-app-frontend
2025-10-08,"Refactor Gradle build scripts: replace GradleException with FileNotFoundException for missing Flutter SDK, streamline Kotlin JVM target alignment, and remove unused init.gradle file.",Inforwaves/xamit-app-frontend
2025-10-08,Align Kotlin JVM target with Java version and update purchases_flutter dependency to version 8.11.0,Inforwaves/xamit-app-frontend
2025-10-08,Remove modal_progress_hud_nsn plugin references and update its version in pubspec.yaml and pubspec.lock,Inforwaves/xamit-app-frontend
2025-10-08,Ensure consistent JVM target for Java and Kotlin in build configuration,Inforwaves/xamit-app-frontend
2025-10-08,Add init.gradle for namespace handling and update build configurations,Inforwaves/xamit-app-frontend
2025-10-08,Update Gradle version to 8.7 and Kotlin plugin version to 1.9.20; remove unused Kotlin dependency,Inforwaves/xamit-app-frontend
2025-10-08,Add Kotlin support and update Gradle version to 8.3,Inforwaves/xamit-app-frontend
2025-10-08,Refactor code structure for improved readability and maintainability,Inforwaves/xamit-app-frontend
2025-11-24,"Merge pull request #34 from Inforwaves/moduleOrderSplashScreen

Fix null safety issues in login.dart and bump version to 1.2.7+34",Inforwaves/xamit-app-frontend
2025-11-24,"Merge pull request #33 from Inforwaves/moduleOrderSplashScreen

Module order splash screen",Inforwaves/xamit-app-frontend
2025-11-18,"feat: add scripts to fix and update orderKey for grades and modules

- Implemented fix-grade-order.js to reorder grades based on numeric values extracted from grade text.
- Created update-orderkeys.js to update orderKey for grades and modules where orderKey is 0 or NULL.
- Added SQL script update-orderkeys.sql for batch updating orderKey in the database.
- Developed update-orderkeys.ts using TypeORM for updating orderKey in a more structured way with entity management.",Inforwaves/xamit_rest_api
2025-11-18,Add orderKey property to CreateGradeDto and Grade entity for sorting,Inforwaves/xamit_rest_api
2025-12-30,feat: rename project in package.json and remove 20 and 200 point payment packages from migration.,Inforwaves/xamit_rest_api
2025-12-29,feat: add idempotency check to prevent duplicate transaction processing and enhance logging,Inforwaves/xamit_rest_api
2025-12-18,"feat: Enhance RevenueCat webhook processing with detailed logging, improved token validation, support for initial purchases, and environment configuration.",Inforwaves/xamit_rest_api
2025-12-15,Merge branch 'paymetGatewayLogic' of https://github.com/Inforwaves/xamit_rest_api into paymetGatewayLogic,Inforwaves/xamit_rest_api
2025-12-11,"feat: Allow payment intent creation by package ID or points, refining package selection logic and metadata.",Inforwaves/xamit_rest_api
2025-12-11,"Update src/transactions/transactions.service.ts

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/xamit_rest_api
2025-12-11,feat: update payment system config migration to use varchar for gateway and seed initial payment gateway and package data.,Inforwaves/xamit_rest_api
2025-12-11,refactor: Conditionally alter `payment_system_configs.gateway` column and improve error handling.,Inforwaves/xamit_rest_api
2025-12-11,feat: Enhance payment intent validation and migration robustness by preventing data loss and auto-run in production.,Inforwaves/xamit_rest_api
2025-12-09,"feat: Add payment config debug endpoint, update payment gateway column to VARCHAR, and refresh payment seed data with expanded package options.",Inforwaves/xamit_rest_api
2025-12-09,"feat: Add migration to seed payment gateways and packages, and improve point extraction robustness in transaction processing.",Inforwaves/xamit_rest_api
2025-12-09,feat: integrate PaymentModule into various core application modules.,Inforwaves/xamit_rest_api
2025-12-09,feat: Add payment system configuration module with database migration and integrate it into transactions.,Inforwaves/xamit_rest_api
2025-09-25,feat: implement PasswordInput component and replace Input with PasswordInput in forms for enhanced password visibility control,Inforwaves/yeheli-web-admin
2025-09-25,fix: reset default email and password in login form for security,Inforwaves/yeheli-web-admin
2025-09-25,feat: enhance invite expert form validation and email suggestion functionality,Inforwaves/yeheli-web-admin
2025-09-25,feat: add expert assignment dialog with confirmation and preview functionality,Inforwaves/yeheli-web-admin
2025-09-24,fix: enforce categoryId as a required parameter in askQuestion method,Inforwaves/yeheli-web-admin
2025-09-24,refactor: improve type annotations in category normalization logic,Inforwaves/yeheli-web-admin
2025-09-24,feat: add category management functionality with create and delete operations,Inforwaves/yeheli-web-admin
2025-09-24,feat: add profile management functionality with update and change password features,Inforwaves/yeheli-web-admin
2025-09-23,feat: implement change password functionality for experts with validation and API integration,Inforwaves/yeheli-web-admin
2025-09-22,feat: update pending experts API to handle new response format and filter by status,Inforwaves/yeheli-web-admin
2025-09-22,Implement code changes to enhance functionality and improve performance,Inforwaves/yeheli-web-admin
2025-09-18,feat: remove expert management section from Admin dashboard,Inforwaves/yeheli-web-admin
2025-09-18,feat: enhance debug logging for Entra login API with conditional output,Inforwaves/yeheli-web-admin
2025-09-18,feat: add refresh button to various sections in Admin and Expert dashboards for improved data loading,Inforwaves/yeheli-web-admin
2025-09-18,feat: implement expert removal functionality with confirmation dialog and backend integration,Inforwaves/yeheli-web-admin
2025-09-18,feat: enhance expert authentication handling and improve auth store rehydration logging,Inforwaves/yeheli-web-admin
2025-09-18,"Revert ""feat: update API parameter handling to use Promise for ID extraction in multiple routes""

This reverts commit 9d27ab160d8052d9e4bd8a24fa2c53b59e9ca90b.",Inforwaves/yeheli-web-admin
2025-09-18,feat: implement pending invitations feature in AdminDashboard with loading state and error handling,Inforwaves/yeheli-web-admin
2025-09-18,feat: enhance error handling by implementing formatBackendError utility for improved readability,Inforwaves/yeheli-web-admin
2025-09-18,refactor: streamline Azure AD configuration by removing redundant environment variable checks,Inforwaves/yeheli-web-admin
2025-09-18,feat: update login credentials and enhance Microsoft login flow with success message,Inforwaves/yeheli-web-admin
2025-09-18,feat: validate Azure AD client configuration and improve error handling,Inforwaves/yeheli-web-admin
2025-09-18,"feat: update login credentials and improve Microsoft login flow

- Changed default email and password in the login page to ""expert@example.com"" and ""secret"".
- Simplified Microsoft login handling by removing unnecessary success check.
- Updated demo login information displayed on the login page.
- Added new SVG logo for branding.",Inforwaves/yeheli-web-admin
2025-09-17,feat: update API parameter handling to use Promise for ID extraction in multiple routes,Inforwaves/yeheli-web-admin
2025-09-16,"Refactor: Remove expert approval, pending, and registration APIs; implement expert invitation and password setup functionality

- Deleted the expert approval and pending expert retrieval APIs to streamline admin operations.
- Removed the expert registration API and associated logic from the auth hook.
- Introduced a new API for inviting experts with necessary fields and admin authentication.
- Added a password setup API for new experts, allowing them to set their password via a secure hash.
- Created a new Setup Password page for user experience, including validation for password strength and confirmation.
- Updated the expert dashboard to reflect changes in authentication and loading states.
- Enhanced error handling and logging across the authentication and API layers.",Inforwaves/yeheli-web-admin
2025-09-15,feat: enhance admin dashboard with initial loading state management and data fetching improvements,Inforwaves/yeheli-web-admin
2025-09-15,"feat: remove deprecated phone OTP request and verification routes, and clean up related code",Inforwaves/yeheli-web-admin
2025-09-15,feat: enhance admin dashboard with pagination and improved data loading for questions and answers,Inforwaves/yeheli-web-admin
2025-09-12,feat: implement phone OTP request and verification flow in AskPage component,Inforwaves/yeheli-web-admin
2025-09-11,feat: implement answer counts API endpoint and refactor answer retrieval logic in admin dashboard,Inforwaves/yeheli-web-admin
2025-09-11,"feat: enhance admin dashboard with answer review functionality, including status tracking and loading states",Inforwaves/yeheli-web-admin
2025-09-11,"feat: enhance message and thread filtering capabilities, add expert thread retrieval",Inforwaves/yeheli-web-admin
2025-09-11,feat: Enhance role-based access control and normalize message types in API responses,Inforwaves/yeheli-web-admin
2025-09-10,feat: Implement idToken re-exchange fallback in authentication flow and retain idToken in session,Inforwaves/yeheli-web-admin
2025-09-10,feat: Add user management functionality to admin dashboard with user activation/deactivation and loading state,Inforwaves/yeheli-web-admin
2025-09-10,feat: Implement user management API with role-based access and status update functionality,Inforwaves/yeheli-web-admin
2025-09-10,"Refactor authentication handling and API routes for admin and expert roles

- Unified authentication checks using `getAuthenticatedUser` across admin and expert API routes.
- Updated admin routes to use new authentication utility and improved error handling.
- Enhanced expert routes to ensure proper role checks and token usage.
- Added new API endpoints for reviewing answers and updating expert statuses.
- Improved logging for better debugging and monitoring of API requests.
- Ensured backward compatibility for existing parameters in assignment routes.
- Cleaned up unused session checks and streamlined authorization header management.",Inforwaves/yeheli-web-admin
2025-09-09,"Refactor expert question handling to thread management

- Updated the GET endpoint for expert questions to fetch assigned threads based on expert ID.
- Changed the response structure from questions to threads in the ExpertDashboard component.
- Modified the reply functionality to handle thread replies instead of question replies.
- Adjusted the user role checks to use role IDs instead of names for consistency.
- Implemented new API routes for admin category management, thread assignment, and statistics retrieval.
- Enhanced error handling and logging for better debugging.
- Updated TypeScript types to reflect changes in the data model, including threads and messages.",Inforwaves/yeheli-web-admin
2025-09-09,feat: Enhance admin dashboard with role-based access control and loading/error handling,Inforwaves/yeheli-web-admin
2025-09-09,"feat: Implement admin dashboard for managing experts and questions

- Extend session types in auth.ts to include user role and provider information.
- Create AdminDashboard component for admin functionalities including viewing pending and active experts, and managing questions.
- Add API routes for approving experts, fetching active and pending experts, and retrieving questions.
- Implement ExpertDashboard for experts to view assigned questions and submit replies.
- Create PendingApprovalPage to inform users about their registration status.",Inforwaves/yeheli-web-admin
2025-09-09,"feat: implement UI components for input, label, select, separator, sheet, sonner, switch, table, tabs, textarea
feat: add authentication hooks and API service for user management
feat: integrate NextAuth for Azure AD authentication
chore: set up Zustand store for global state management
chore: define TypeScript types for user and API responses
chore: configure TypeScript settings for the project",Inforwaves/yeheli-web-admin
2025-10-23,feat: implement hash verification for setup password flow and handle user activation status,Inforwaves/yeheli-web-admin
2025-10-22,refactor: remove debugging information from authentication flow in Admin and Login pages,Inforwaves/yeheli-web-admin
2025-10-20,fix: include questionId in reply requests and improve message filtering logic,Inforwaves/yeheli-web-admin
2025-10-20,"Enhance Expert Dashboard and API for Improved Message Handling

- Updated API endpoints to support filtering of expert threads based on query parameters.
- Improved message normalization in API responses to handle message types and sorting.
- Refactored ExpertDashboard component to utilize memoization for performance optimization.
- Added logic to manage conversation entries, including distinguishing between bot-generated and user messages.
- Enhanced UI to display conversation history with improved layout and information clarity.
- Implemented new state management for pending, approved, and rejected answers with better sorting and display.
- Introduced helper functions for question previews and message type handling.
- Updated Message type to include `isBotGenerated` property for better message categorization.",Inforwaves/yeheli-web-admin
2025-09-29,"Refactor Expert Dashboard: Implement responsive tabs and dropdown for mobile, enhance layout, and improve thread management features",Inforwaves/yeheli-web-admin
2025-09-29,fix: remove duplicate @types/node entry from dependencies in package.json,Inforwaves/yeheli-web-admin
2025-09-29,"chore: update dependencies and improve package.json formatting

- Updated @types/node from ^20 to ^24.5.2 in package.json and yarn.lock
- Updated undici-types from ~6.21.0 to ~7.12.0 in yarn.lock
- Added tw-animate-css to dependencies in package.json
- Cleaned up formatting in package.json for better readability",Inforwaves/yeheli-web-admin
2025-09-29,fix: format package.json for better readability; adjust indentation for dependencies,Inforwaves/yeheli-web-admin
2025-09-29,fix: update ESLint configuration to lower warnings for TypeScript and React rules; modify Next.js config for build error handling; adjust package.json scripts for build process,Inforwaves/yeheli-web-admin
2025-09-29,fix: add typescript as a dependency in package.json,Inforwaves/yeheli-web-admin
2025-10-23,"Merge pull request #3 from Inforwaves/expertConversation

Expert conversation",Inforwaves/yeheli-web-admin
2025-09-18,feat: add getPendingInvites endpoint and fix husky pre-commit hook,Inforwaves/yeheli-web-be
2025-09-17,"Merge pull request #7 from Inforwaves/feat/superAdminUI

Feat/super admin UI",Inforwaves/yeheli-web-be
2025-09-17,"Merge pull request #5 from Inforwaves/feat/inviteExperts

feat: implement expert invitation functionality with email notifications",Inforwaves/yeheli-web-be
2025-09-16,feat: implement expert invitation functionality with email notifications,Inforwaves/yeheli-web-be
2025-09-12,feat: update OTP generation and verification to use 4-digit format,Inforwaves/yeheli-web-be
2025-09-11,feat: add message filtering capabilities and answer counts by status,Inforwaves/yeheli-web-be
2025-09-11,"feat: enhance message and thread filtering capabilities, add expert thread retrieval",Inforwaves/yeheli-web-be
2025-09-10,feat: implement phone OTP authentication with request and verification endpoints,Inforwaves/yeheli-web-be
2025-09-10,"Merge pull request #3 from Inforwaves/dev

Dev",Inforwaves/yeheli-web-be
2025-09-10,Merge branch 'feat/superAdminUI' into dev,Inforwaves/yeheli-web-be
2025-09-10,refactor: improve code formatting and readability in various service and controller files,Inforwaves/yeheli-web-be
2025-09-10,feat: add review reason to messages and implement filtering for message queries,Inforwaves/yeheli-web-be
2025-10-21,"feat: add public integration endpoint for FAQ categories

- Change route from categories/integration to integration/categories
- Add integration group to Category.name serialization
- Create public endpoint without authentication for Strapi
- Add test endpoint for diagnostics",Inforwaves/yeheli-web-be
2025-10-21,"feat: add integration and test public controllers, update category exposure groups",Inforwaves/yeheli-web-be
2025-10-20,"feat: add userSeenAt, expertSeenAt, and isBotGenerated fields to message queries",Inforwaves/yeheli-web-be
2025-09-26,feat(stats): enhance stats response to include expert specialization counts,Inforwaves/yeheli-web-be
2025-09-25,"feat(users): update user data to nullify email, phone, and entraId on removal",Inforwaves/yeheli-web-be
2025-09-24,"Merge pull request #12 from Inforwaves/passwordChange

Password change",Inforwaves/yeheli-web-be
2025-09-24,Merge branch 'dev' into passwordChange,Inforwaves/yeheli-web-be
2025-09-24,feat(categories): implement findAll method for categories retrieval,Inforwaves/yeheli-web-be
2025-09-23,feat(admin): describe what you changed,Inforwaves/yeheli-web-be
2025-09-23,feat(auth): implement change password functionality with validation,Inforwaves/yeheli-web-be
2025-09-22,fix(controller): add versioning to HomeController,Inforwaves/yeheli-web-be
2025-10-23,feat: add verify setup hash endpoint and service method,Inforwaves/yeheli-web-be
2025-10-21,"Merge pull request #23 from Inforwaves/bot-messages

Bot messages",Inforwaves/yeheli-web-be
2025-10-23,feat: enhance email templates with updated styles and structure,Inforwaves/yeheli-web-be
2025-10-23,"Merge pull request #25 from Inforwaves/bugFixes

feat: add verify setup hash endpoint and service method",Inforwaves/yeheli-web-be
2025-09-26,style: format imports for better readability in categories integration controller,Inforwaves/yeheli-web-be
2025-09-26,feat(categories): add categories integration endpoint with response DTO,Inforwaves/yeheli-web-be
2025-09-09,"Merge pull request #1 from Inforwaves/feat/microsoft-auth to adminDashboard

Feat/microsoft auth",Inforwaves/yeheli-web-be
2025-09-09,feat: enhance user seed service to include email and password for admin accounts,Inforwaves/yeheli-web-be
2025-09-08,"feat: add findAll endpoints for categories, threads, and messages",Inforwaves/yeheli-web-be
2025-10-02,feat: add CategoriesIntegrationController and integrate strapi API key validation,Inforwaves/yeheli-web-be
2025-09-23,"feat(i18n): enhance UI with friendly fields for blog and hero sections, and update login modal content",Inforwaves/yeheli-web-fe
2025-09-22,fix(ui): improve loading state display in StatsSectionStrapi component,Inforwaves/yeheli-web-fe
2025-09-22,refactor: streamline stats fetching and update display logic,Inforwaves/yeheli-web-fe
2025-09-22,"Refactor layout and remove unused components

- Updated layout.tsx to replace FooterStrapi with Footer component.
- Deleted BlogSection and FeaturedPost components as they are no longer needed.
- Removed FaqSection, FooterStrapi, HeaderStrapi, HeroSection, HiworksSectionStrapi, LogoCarousel, and StatsSection components due to redundancy or migration to new implementations.",Inforwaves/yeheli-web-fe
2025-09-09,"Merge pull request #15 from Inforwaves/strapiNew

Strapi new",Inforwaves/yeheli-web-fe
2025-09-09,refactor: clean up imports and improve type definitions in various components,Inforwaves/yeheli-web-fe
2025-09-09,"Merge pull request #14 from Inforwaves/sanuli-ui-changes

Sanuli UI changes",Inforwaves/yeheli-web-fe
2025-09-09,feat: integrate Header component into LocaleLayoutStrapi and update Header import,Inforwaves/yeheli-web-fe
2025-09-02,feat: integrate FaqSectionStrapi component and update FAQ data fetching logic,Inforwaves/yeheli-web-fe
2025-09-01,feat: add logging for logo carousel data fetching and processing,Inforwaves/yeheli-web-fe
2025-09-01,feat: add TestStrapi component to fetch and display hero section data from Strapi API,Inforwaves/yeheli-web-fe
2025-09-01,"Implement Strapi integration for Header, Footer, Blog, Hiworks, and Locale layout components",Inforwaves/yeheli-web-fe
2025-09-01,"Add HeroSection, LogoCarousel, and StatsSection components with Strapi integration",Inforwaves/yeheli-web-fe
2025-08-28,"Streamline imports, enhance navigation label handling, and improve fallback logic for translations",Inforwaves/yeheli-web-fe
2025-08-28,Update ChatbotSection styles and iframe scaling; adjust LogoCarousel padding,Inforwaves/yeheli-web-fe
2025-08-28,Refactor Home component: comment out unused sections and implement redirect to '/en',Inforwaves/yeheli-web-fe
2025-08-28,Add React Suspense for lazy loading of LocaleSwitcher.,Inforwaves/yeheli-web-fe
2025-08-28,"Merge pull request #10 from Inforwaves/language

Refactor internationalization handling: update translation key usage …",Inforwaves/yeheli-web-fe
2025-08-28,"Refactor internationalization handling: update translation key usage in FaqSection, improve locale switching logic in LocaleSwitcher, and streamline form submission in LoginModal for better clarity and performance.",Inforwaves/yeheli-web-fe
2025-08-28,"Merge pull request #9 from Inforwaves/language

Language",Inforwaves/yeheli-web-fe
2025-08-28,Merge branch 'test-dev' into language,Inforwaves/yeheli-web-fe
2025-08-27,"Implementlanguages across components: update FAQ, footer, Hiworks, and stats sections for localization; add translations for English, Sinhala, and Tamil; refactor message handling for improved clarity and structure.",Inforwaves/yeheli-web-fe
2025-08-27,Implement internationalization enhancements: update middleware and routing for locale management; refactor components for improved localization; add locale switcher and update message files for multiple languages.,Inforwaves/yeheli-web-fe
2025-08-27,Refactor message loading logic for internationalization: streamline message imports and improve code readability; ensure consistent structure across locale files.,Inforwaves/yeheli-web-fe
2025-08-27,"Implement internationalization support: add middleware configuration, update request handling, and create message files for multiple locales.",Inforwaves/yeheli-web-fe
2025-08-27,"Implement internationalization support with next-intl; update routing, request handling, and locale management; add locale-specific components and messages.",Inforwaves/yeheli-web-fe
2025-08-27,Refactor HeroSection component: enhance mobile responsiveness and layout; integrate chat bubble and action links for improved user experience.,Inforwaves/yeheli-web-fe
2025-08-27,"Merge pull request #7 from Inforwaves/Ui-fixes

UI fixes to test-dev",Inforwaves/yeheli-web-fe
2025-08-27,Merge branch 'test-dev' into Ui-fixes,Inforwaves/yeheli-web-fe
2025-08-27,Refactor BlogSection and FeaturedPost components for improved layout and styling; adjust padding and text sizes for better responsiveness.,Inforwaves/yeheli-web-fe
2025-08-27,Refactor HeroSection component: move to new file and enhance layout with ChatBubble,Inforwaves/yeheli-web-fe
2025-08-27,added smooth scrolling and fixed action buttons on hero section.,Inforwaves/yeheli-web-fe
2025-08-26,"Merge pull request #5 from Inforwaves/heroSection

Implement code changes to enhance functionality and improve performance",Inforwaves/yeheli-web-fe
2025-08-26,Implement code changes to enhance functionality and improve performance,Inforwaves/yeheli-web-fe
2025-08-26,"Merge pull request #4 from Inforwaves/heroSection

Refactor SVG icons and update text content",Inforwaves/yeheli-web-fe
2025-08-26,"Refactor SVG icons and update text content

- Updated the call.svg icon with new filter and clip-path IDs, adjusted circle position.
- Replaced the whatsapp.svg icon with a new design and removed gradient definitions.
- Modified the FeaturedPost component to improve text readability by removing unnecessary punctuation.
- Adjusted the HeroSection component to remove unnecessary classes from the Image component for better styling consistency.",Inforwaves/yeheli-web-fe
2025-08-26,"Merge pull request #2 from Inforwaves/heroSection

feat: Add ChatBubble and HeroSection components with responsive design",Inforwaves/yeheli-web-fe
2025-08-26,"feat: Add ChatBubble and HeroSection components with responsive design

- Implemented ChatBubble component with SVG backgrounds for desktop and mobile views.
- Created HeroSection component that utilizes ChatBubble and includes action links.
- Added responsive behavior to adjust layout based on screen size.
- Integrated background image and gradient overlay for improved text readability.",Inforwaves/yeheli-web-fe
2025-08-26,"feat: add BlogSection and FeaturedPost components for blog feature

- Implemented BlogSection component to display featured post and image in a responsive layout.
- Created FeaturedPost component to manage and display post content including title, category, and description.",Inforwaves/yeheli-web-fe
2025-08-26,"Refactor: Move BlogSection, LogoCarousel, and StatsSection components; update imports in Home page",Inforwaves/yeheli-web-fe
2025-08-26,"Merge pull request #1 from Inforwaves/Zijja

Zijja",Inforwaves/yeheli-web-fe
2025-08-26,Merge branch 'test-dev' into Zijja,Inforwaves/yeheli-web-fe
2025-08-26,Add BlogSection component for Breast Cancer Awareness Month,Inforwaves/yeheli-web-fe
2025-08-25,"Implement StatsSection component with updated layout and data
- Add new SVG icons for meditation, mental health, and visitors.",Inforwaves/yeheli-web-fe
2025-08-25,"Add LogoCarousel component with responsive logo slider

- Implemented LogoCarousel component using react-slick for a responsive logo slider.
- Added logos for National Institute of Mental Health, Without Borders, Doc990, Hithawathi, and Dialog.
- Configured slider settings for autoplay and responsiveness across different screen sizes.",Inforwaves/yeheli-web-fe
2025-09-30,fix: downgrade error logging from console.error to console.log to reduce noise,Inforwaves/yeheli-web-fe
2025-09-30,fix: add app_location parameter to close pull request job in Azure workflow,Inforwaves/yeheli-web-fe
2025-09-30,fix: add missing Azure Static Web Apps API token to close PR job,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #32 from Inforwaves/buildFixes

Update Node.js version in package.json from 22.14.0 to 20",Inforwaves/yeheli-web-fe
2025-09-29,Update Node.js version in package.json from 22.14.0 to 20,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #31 from Inforwaves/buildFixes

Enhance fetchFromStrapi function to support custom fetch options and …",Inforwaves/yeheli-web-fe
2025-09-29,Enhance fetchFromStrapi function to support custom fetch options and improve ISR caching behavior,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #30 from Inforwaves/buildFixes

Update Node.js version in CI workflow from 22.14.0 to 20",Inforwaves/yeheli-web-fe
2025-09-29,Update Node.js version in CI workflow from 22.14.0 to 20,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #29 from Inforwaves/buildFixes

Update CI build command to install devDependencies and upgrade @types…",Inforwaves/yeheli-web-fe
2025-09-29,Update CI build command to install devDependencies and upgrade @types/node to version 22,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #28 from Inforwaves/buildFixes

Remove duplicate @tailwindcss/postcss dependency from devDependencies…",Inforwaves/yeheli-web-fe
